Filial;Hist;Nome Filial;Endereço;Bairro;Cidade;UF;Logomarca;Telefone;IP Banco 12
4260;2038;CG CARANDA 2;RUA MIGUEL LETERIELLO, 301 , CEP - 79036090;VL NASCENTE;CAMPO GRANDE;MS;DROGASIL; ;10.248.38.12
4261;2039;BOITUVA 2;AVENIDA ZÉLIA DE LIMA ROSA, 484 , CEP - 18552252;RECANTO DAS PRIMAVERAS I;BOITUVA;SP;DROGASIL;(15) 31995367          ;10.248.39.12
4262;2040;S BERNARDO CAMPO 22;RUA JURUBATUBA, 1495 , CEP - 09725011;CENTRO;SAO BERNARDO DO CAMPO;SP;DROGASIL;(11) 51960889          ;10.248.40.12
4263;1513;SAO JOSE G;AVENIDA OSVALDO JOSE DO AMARAL, 1178 , CEP - 88110798;BELA VISTA;SAO JOSE;SC;RAIA; ;10.146.13.12
4264;1514;PA PARTENON B;AVENIDA BENTO GONÇALVES, 1931 , CEP - 90650002;PARTENON;PORTO ALEGRE;RS;RAIA; ;10.146.14.12
4265;1515;IMBITUBA A;RUA ERNANI COTRIM, 273 , CEP - 88780000;CENTRO;IMBITUBA;SC;RAIA; ;10.146.15.12
4266;1516;PA BELEM NOVO A;AVENIDA PRINCIPAL DA PONTA GROSSA, 44 , CEP - 91781010;PONTA GROSSA;PORTO ALEGRE;RS;RAIA;(51) 999670768         ;10.146.16.12
4267;1517;CT FAZENDINHA A;RUA GENERAL POTIGUARA, 2823 , CEP - 81330320;FAZENDINHA;CURITIBA;PR;RAIA; 30287386          ;10.146.17.12
4268;2041;SV CAIXA D AGUA 1;RUA CONDE DE PORTO ALEGRE, 42 , CEP - 40330200;IAPI;SALVADOR;BA;DROGASIL; 31904728          ;10.248.41.12
4269;2042;FT D TORRES 2;AVENIDA ANTONIO SALES, 2477 , CEP - 60135203;DIONISIO TORRES;FORTALEZA;CE;DROGASIL; ;10.248.42.12
4270;2043;BARREIRAS 2;RUA FERNÃO DIAS, 52 , CEP - 47800394;S MIGUEL;BARREIRAS;BA;DROGASIL; ;10.248.43.12
4271;2044;SP LAPA 4;RUA CAMPOS VERGUEIRO, 20 , CEP - 05095020;VL ANASTÁCIO;SAO PAULO;SP;DROGASIL; 51996044          ;10.248.44.12
4272;2045;MOSSORO 5;RUA RAIMUNDO LEÃO DE MOURA, S/N , CEP - 59611320;N BETÂNIA;MOSSORÓ;RN;DROGASIL; 31911375          ;10.248.45.12
4273;2046;MOSSORO 6;AVENIDA ALBERTO MARANHÃO, 1133 , CEP - 59600315;AT CONCEIÇÃO;MOSSORÓ;RN;DROGASIL; 31901425          ;10.248.46.12
4275;2048;TIMON 2;AVENIDA PRESIDENTE MÉDICI, 1370 , CEP - 65631391;PRQ PIAUÍ;TIMON;MA;DROGASIL; ;10.248.48.12
4276;2049;PARNAMIRIM 3;AVENIDA OLAVO LACERDA MONTENEGRO, 3545 , CEP - 59158400;PRQ NAÇÕES;PARNAMIRIM;RN;DROGASIL; 31901423          ;10.248.49.12
4277;2050;PL SUL 1;AVENIDA TOCANTINS, Q19L1 , CEP - 77064002;ST STA FÉ (TAQUARALTO);PALMAS;TO;DROGASIL; ;10.248.50.12
4278;1518;BH BELVEDERE C;RUA JORNALISTA DJALMA ANDRADE, 210 , CEP - 30320540;BELVEDERE;BELO HORIZONTE;MG;RAIA; ;10.146.18.12
4291;1519;CAMPINA GDE SUL A;RUA LEONARDO FRANCISCHELLI, 34 , CEP - 83430322;JARDIM PAULISTA;CAMPINA GRANDE DO SUL;PR;RAIA;(41) 991355081         ;10.146.19.12
4292;1520;ALPHAVILLE H;ALAMEDA AMÉRICA, 152 , CEP - 06543315;TAMBORÉ;SANTANA DE PARNAÍBA;SP;RAIA; ;10.146.20.12
4294;2052;TRES CORACOES 3;RUA DEPUTADO CARLOS LUZ, 96 , CEP - 37410001;CENTRO;TRES CORACOES;MG;DROGASIL; 31960330          ;10.248.52.12
4301;2053;BARREIRAS 1;RUA MARECHAL HERMES, 324 , CEP - 47800169;CENTRO;BARREIRAS;BA;DROGASIL; ;10.248.53.12
4302;2054;VILA VELHA 22;RUA DESEMBARGADOR AUGUSTO BOTELHO, 252 , CEP - 29101110;PR COSTA;VILA VELHA;ES;DROGASIL; ;10.248.54.12
4303;2055;FT MONDUBIM 1;RUA MARIA GOMES DE SÁ, 1000 , CEP - 60765173;MONDUBIM;FORTALEZA;CE;DROGASIL; ;10.248.55.12
4304;2056;TS HORTO 2;AVENIDA HOMERO CASTELO BRANCO, 2644 , CEP - 64052445;HORTO;TERESINA;PI;DROGASIL;(86) 988676464         ;10.248.56.12
4305;2057;ITABERAI 1;RUA MESTRE VIRGILIO, S/N , CEP - 76630000;CENTRO;ITABERAI;GO;DROGASIL; ;10.248.57.12
4306;1521;CT UBERABA B;AVENIDA SENADOR SALGADO FILHO, 4206 , CEP - 81570001;UBERABA;CURITIBA;PR;RAIA; ;10.146.21.12
4307;1522;RJ VILA VALQUEIRE B;ESTRADA INTENDENTE MAGALHÃES, 896 , CEP - 21331595;BENTO RIBEIRO;RIO DE JANEIRO;RJ;RAIA;(21) 30350165          ;10.146.22.12
4308;1523;SOCORRO B;RUA BERNARDINO DE CAMPOS, 38 , CEP - 13960000;CENTRO;SOCORRO;SP;RAIA; 31998277          ;10.146.23.12
4315;1524;SAO LEOPOLDO E;AVENIDA THOMAZ EDISON, 2495 , CEP - 93125144;SCHARLAU;SAO LEOPOLDO;RS;RAIA; ;10.146.24.12
4316;2058;PATOS DE MINAS 4;RUA JOSE AUGUSTO DE QUEIROZ, 463 , CEP - 38702152;CAICARAS;PATOS DE MINAS;MG;DROGASIL; 31573077          ;10.248.58.12
4325;2059;ARAGUARI 3;AVENIDA BATALHÃO MAUÁ, 0 , CEP - 38440227;STA HELENA;ARAGUARI;MG;DROGASIL; ;10.248.59.12
4326;2060;S BERNARDO CAMPO 23;AVENIDA PEREIRA BARRETO, 1557 , CEP - 09751000;B NEVES;SAO BERNARDO DO CAMPO;SP;DROGASIL; ;10.248.60.12
4329;1525;CASIMIRO DE ABREU A;RUA PASTOR LUIZ LAURENTINO, S/N , CEP - 28860000;PESSOINHA;CASIMIRO DE ABREU;RJ;RAIA; ;10.146.25.12
4330;1526;BH CASTELO A;RUA DOUTOR SYLVIO MENICUCCI, 1250 , CEP - 30840480;CASTELO;BELO HORIZONTE;MG;RAIA; ;10.146.26.12
4331;1527;BH FUNCIONARIOS C;RUA DOS AIMORES, 155 , CEP - 30140070;FUNCIONARIOS;BELO HORIZONTE;MG;RAIA; ;10.146.27.12
4332;1528;PETROPOLIS H;ESTRADA UNIÃO E INDÚSTRIA, 7046 , CEP - 25720113;NOGUEIRA;PETRÓPOLIS;RJ;RAIA; ;10.146.28.12
4333;1529;ANDRADINA C;RUA CEARA, 1383 , CEP - 16900025;CENTRO;ANDRADINA;SP;RAIA;(18) 31993457          ;10.146.29.12
4338;1531;ROLANDIA B;AVENIDA CASTRO ALVES, 2464 , CEP - 86600041;CENTRO;ROLÂNDIA;PR;RAIA;(43) 991462718         ;10.146.31.12
4339;1532;BH SANTA EFIGENIA B;RUA MARACANÃ, 208 , CEP - 30260180;STA EFIGÊNIA;BELO HORIZONTE;MG;RAIA;(31   ) 25169120          ;10.146.32.12
4340;1530;ARARAS E;AVENIDA MARIA APARECIDA MUNIZ MICHIELIN, 734 , CEP - 13604085;JD PIRATININGA;ARARAS;SP;RAIA; ;10.146.30.12
4341;1533;PIRACICABA N;AVENIDA MADRE MARIA TEODORA, 1062 , CEP - 13403000;JARAGUÁ;PIRACICABA;SP;RAIA; ;10.146.33.12
4342;2063;JAU 6;AVENIDA NENE GALVAO, 2450 , CEP - 17209657;JARDIM FERREIRA DIAS;JAU;SP;DROGASIL;(14) 999095194         ;10.248.63.12
4344;2065;CURVELO 1;RUA DOMINGOS VIANA, 19 , CEP - 35790030;CENTRO;CURVELO;MG;DROGASIL; ;10.248.65.12
4345;2067;CP SAO BERNARDO 1;AVENIDA DAS AMOREIRAS, 1557 , CEP - 13030405;S BERNARDO;CAMPINAS;SP;DROGASIL; 37723030          ;10.248.67.12
4346;2066;FT PARREAO 1;AVENIDA LUCIANO CARNEIRO, 1365 , CEP - 60410321;PARREÃO;FORTALEZA;CE;DROGASIL; ;10.248.66.12
4347;1534;S J DOS CAMPOS R;AVENIDA POSSIDONIO JOSE FREITAS, S/N , CEP - 12244010;URBANOVA I;SAO JOSE DOS CAMPOS;SP;RAIA; 31996333          ;10.146.34.12
4348;1535;BH BARREIRO BAIXO B;RUA AMÉRICO MAGALHÃES, 189 , CEP - 30640510;BARREIRO;BELO HORIZONTE;MG;RAIA;(31) 25264524          ;10.146.35.12
4349;1536;STA CRUZ DO SUL C;AVENIDA DEPUTADO EUCLYDES NICOLAU KLIEMANN, 1461 , CEP - 96835001;A NERY;SANTA CRUZ DO SUL;RS;RAIA; ;10.146.36.12
4350;2068;ITUPEVA 2;AVENIDA BRASIL, 1756 , CEP - 13296031;LAGOA;ITUPEVA;SP;DROGASIL; 51965235          ;10.248.68.12
4351;2069;DF TAGUATINGA 13;RUA 4A CHACARA 109, S/N , CEP - 72006241;ST HABITACIONAL VICENTE PIRES;BRASILIA;DF;DROGASIL; ;10.248.69.12
4352;2070;LUIS E MAGALHAES 2;AVENIDA TANCREDO NEVES, 2245 , CEP - 47855686;JARDIM PARAISO;LUIS EDUARDO MAGALHAES;BA;DROGASIL; 21029507          ;10.248.70.12
4355;2073;VINHEDO 3;AVENIDA INDEPENDENCIA, 7500 , CEP - 13284400;SANTA CLAUDINA;VINHEDO;SP;DROGASIL; 31990352          ;10.248.73.12
4358;2074;MOGI DAS CRUZES 11;AVENIDA VEREADOR NARCISO YAGUE GUIMARÃES, 1001 , CEP - 08780000;C CÍVICO;MOGI DAS CRUZES;SP;DROGASIL;(11) 910939362         ;10.248.74.12
4359;2075;JUNDIAI 17;AVENIDA HUMBERTO CERESER, 1947 , CEP - 13216701;J MIRIM;JUNDIAÍ;SP;DROGASIL; 45849882          ;10.248.75.12
4360;2076;DIAS D AVILA 1;AVENIDA BRASIL, 290 , CEP - 42850000;CENTRO;DIAS D AVILA;BA;DROGASIL;(71) 31214030          ;10.248.76.12
4361;1537;S J DOS CAMPOS S;RUA ALEXANDRINO JOSÉ DE SOUZA, 170 , CEP - 12211310;SANTANA;SAO JOSE DOS CAMPOS;SP;RAIA; ;10.146.37.12
4362;1538;ITU F;AVENIDA TIRADENTES, 650 , CEP - 13309320;AT VL NOVA;ITU;SP;RAIA; ;10.146.38.12
4363;1539;COSMOPOLIS B;RUA CAMPINAS, 1079 , CEP - 13150002;JD BELA VISTA CONTINUACAO;COSMOPOLIS;SP;RAIA; ;10.146.39.12
4364;1540;PA RIO BRANCO B;RUA VASCO DA GAMA, 644 , CEP - 90420111;B FIM;PORTO ALEGRE;RS;RAIA; ;10.146.40.12
4365;1541;PA SANTANA B;RUA DOMINGOS CRESCENCIO, 576 , CEP - 90650090;SANTANA;PORTO ALEGRE;RS;RAIA;(51) 30864399          ;10.146.41.12
4366;1542;PA SAO JOAO A;AVENIDA CRISTOVAO COLOMBO, 2614 , CEP - 90550054;FLORESTA;PORTO ALEGRE;RS;RAIA; ;10.146.42.12
4367;1543;CT CAMPO COMPRIDO B;RUA EDUARDO SPRADA, 720 , CEP - 81220000;CPO COMPRIDO;CURITIBA;PR;RAIA; ;10.146.43.12
4368;2077;DF AGUAS CLARAS 7;AVENIDA ÁGUAS CLARAS QS 08, S/N , CEP - 71974000;AREAL (AGUAS CLARAS);BRASÍLIA;DF;DROGASIL; ;10.248.77.12
4369;2078;PL CENTRO 6;208 SUL ALAMEDA 15, 02 , CEP - 77020574;P DIR SUL;PALMAS;TO;DROGASIL; ;10.248.78.12
4370;2079;GO JD PRESIDENTE 1;AVENIDA RIO VERDE, 3794 , CEP - 74353520;JARDIM PRESIDENTE;GOIANIA;GO;DROGASIL; 34138887          ;10.248.79.12
4371;2080;GO JD AMERICA 6;AVENIDA C 104, S/N , CEP - 74250030;JD AMÉRICA;GOIÂNIA;GO;DROGASIL; 30888820          ;10.248.80.12
4372;2081;JP CABO BRANCO 1;RUA JUIZ AMARO BEZERRA, 364 , CEP - 58045070;CB BRANCO;JOAO PESSOA;PB;DROGASIL; ;10.248.81.12
4373;2082;SENADOR CANEDO 2;AVENIDA DOM EMANUEL, S/N , CEP - 75250000;SETOR CENTRAL JD. T. SANTOS;SENADOR CANEDO;GO;DROGASIL; ;10.248.82.12
4375;2084;CAMACARI 4;R ALA DAS DUNAS, S/N , CEP - 42840312;GUARAJUBA (MONTE GORDO);CAMACARI;BA;DROGASIL; ;10.248.84.12
4376;2085;TS GURUPI 1;AVENIDA JOAO XXIII, 7215 , CEP - 64045970;SAO CRISTOVAO;TERESINA;PI;DROGASIL; 30259292          ;10.248.85.12
4377;1544;CRUZ ALTA A;RUA BARÃO DO RIO BRANCO, 1677 , CEP - 98005129;CENTRO;CRUZ ALTA;RS;RAIA; ;10.146.44.12
4378;1545;PA SAO JOSE A;AVENIDA BENTO GONÇALVES, 4985 , CEP - 91540000;S JOSÉ;PORTO ALEGRE;RS;RAIA; ;10.146.45.12
4379;1546;RIO DAS OSTRAS E;ALAMEDA CAMPOMAR, 2227 , CEP - 28890251;C B MAR;RIO DAS OSTRAS;RJ;RAIA; ;10.146.46.12
4381;1548;FRANCA J;AVENIDA MAGISTRADO RENATO SALLES ABREU, 1074 , CEP - 14404090;PRL JD AEROPORTO I;FRANCA;SP;RAIA; ;10.146.48.12
4382;1549;APUCARANA C;RUA DOUTOR OSWALDO CRUZ, 2225 , CEP - 86809122;JD PRES KENNEDY;APUCARANA;PR;RAIA;(43) 991079526         ;10.146.49.12
4383;1550;XANXERE A;RUA VICTOR KONDER, 595 , CEP - 89820000;CENTRO;XANXERE;SC;RAIA; ;10.146.50.12
4385;1552;NILOPOLIS C;ESTRADA ANTONIO JOSE BITTENCOURT, 364 , CEP - 26535000;CENTRO;NILOPOLIS;RJ;RAIA; 30391390          ;10.146.52.12
4386;2087;SP PENHA 3;AVENIDA AMADOR BUENO DA VEIGA, 816 , CEP - 03636000;P FRANÇA;SAO PAULO;SP;DROGASIL;(11) 95041554          ;10.248.87.12
4387;2086;ALAGOINHAS 2;AVENIDA CONSELHEIRO MOREIRA REGO, 58 , CEP - 48000169;CENTRO;ALAGOINHAS;BA;DROGASIL; 30339282          ;10.248.86.12
4388;1553;PARANAVAI C;AVENIDA DISTRITO FEDERAL, 900 , CEP - 87701310;CENTRO;PARANAVAÍ;PR;RAIA; ;10.146.53.12
4389;2089;AJ TREZE DE JULHO 1;AVENIDA ANTÔNIO FAGUNDES SANTANA, S/N , CEP - 49020070;TREZE DE JULHO;ARACAJU;SE;DROGASIL; ;10.248.89.12
4390;2088;FT PARQUE IRACEMA 1;AVENIDA DESEMBARGADOR GONZAGA, 1875 , CEP - 60823012;CIDADE DOS FUNCIONARIOS;FORTALEZA;CE;DROGASIL; ;10.248.88.12
4391;1554;UMUARAMA D;RUA LEONILDO STECCA, S/N , CEP - 87504580;JD CRUZEIRO;UMUARAMA;PR;RAIA; ;10.146.54.12
4393;1556;PONTA GROSSA I;RUA DOUTOR LEOPOLDO GUIMARÃES DA CUNHA, 503 , CEP - 84035310;OFICINAS;PONTA GROSSA;PR;RAIA; 21025644          ;10.146.56.12
4395;2090;PARNAMIRIM 4;AVENIDA JOAO XXIII, 310 , CEP - 59141030;SANTOS REIS;PARNAMIRIM;RN;DROGASIL;(84) 31901616          ;10.248.90.12
4396;2091;CP PQ VIA NORTE 1;RUA DOM ALOISIO LORSCHEIDER, 10 , CEP - 13068301;VILA PADRE ANCHIETA;CAMPINAS;SP;DROGASIL; ;10.248.91.12
4397;2092;AQUIRAZ 1;CE-025, 2925 , CEP - 61700000;PTO DUNAS;AQUIRAZ;CE;DROGASIL; ;10.248.92.12
4398;2093;TS FATIMA 3;AVENIDA AVIADOR IRAPUAN ROCHA, 2190 , CEP - 64049518;FÁTIMA;TERESINA;PI;DROGASIL; ;10.248.93.12
4400;2095;SENHOR DO BONFIM 1;AVENIDA ROBERTO SANTOS, 105 , CEP - 48970000;CENTRO;SENHOR DO BONFIM;BA;DROGASIL; 32118792          ;10.248.95.12
4401;2096;JATAI 3;RUA DEPUTADO HONORATO DE CARVALHO, 3450 , CEP - 75803017;VL FÁTIMA;JATAÍ;GO;DROGASIL;(64) 30527284          ;10.248.96.12
4402;2097;SERRA 7;AVENIDA BRASILIA, S/N , CEP - 29168600;PORTO CANOA;SERRA;ES;DROGASIL; ;10.248.97.12
4403;2098;GO PQ AMAZONIA 2;AVENIDA FEIRA DE SANTANA, 176 , CEP - 74835700;PRQ AMAZÔNIA;GOIÂNIA;GO;DROGASIL;(62) 39460294          ;10.248.98.12
4404;2099;PASSOS 3;AV AROUCA, 717 , CEP - 37900152;CENTRO;PASSOS;MG;DROGASIL;(35) 34130461          ;10.248.99.12
4405;2100;NT POTENGI 2;AVENIDA PAULISTANA, 2314 , CEP - 59108120;POTENGI;NATAL;RN;DROGASIL; ;10.248.100.12
4406;2101;GO PARQUE CIDADE 1;AVENIDA INGLATERRA, S/N , CEP - 74330200;JD EUROPA;GOIÂNIA;GO;DROGASIL;(61) 39136921          ;10.248.101.12
4407;1558;RJ CAMPO GRANDE F;ESTRADA DO CABUÇU, 1420 , CEP - 23052230;CPO GRANDE;RIO DE JANEIRO;RJ;RAIA; ;10.146.58.12
4408;1559;RJ CAMPO GRANDE G;ESTRADA DO MENDANHA, 19 , CEP - 23087283;CPO GRANDE;RIO DE JANEIRO;RJ;RAIA; ;10.146.59.12
4409;1560;RJ ILH GOVERNADOR E;RUA CAMBAÚBA, 965 , CEP - 21940005;JD GUANABARA;RIO DE JANEIRO;RJ;RAIA; 99911097          ;10.146.60.12
4410;1561;RJ SANTA CRUZ A;RUA DO IMPÉRIO, 91 , CEP - 23555024;STA CRUZ;RIO DE JANEIRO;RJ;RAIA; ;10.146.61.12
4411;1562;NITEROI W;RUA BENJAMIN CONSTANT, 575 , CEP - 24110002;SANTANA;NITEROI;RJ;RAIA; ;10.146.62.12
4412;1563;S JOAQUIM BARRA B;AV. ORESTES QUERCIA, 2707 , CEP - 14600001;CENTRO;SAO JOAQUIM DA BARRA;SP;RAIA; 31151390          ;10.146.63.12
4415;2102;DIVINOPOLIS 7;RUA DO COBRE, 246 , CEP - 35500227;NITEROI;DIVINOPOLIS;MG;DROGASIL; ;10.248.102.12
4416;2103;CARUARU 6;AVENIDA ADJAR DA SILVA CASÉ, S/N , CEP - 55024740;INDIANÓPOLIS;CARUARU;PE;DROGASIL; 31369855          ;10.248.103.12
4422;2104;LIMOEIRO 1;PRACA OTHON BEZERRA DE MELO, 13 , CEP - 55700000;LIMOEIRO;LIMOEIRO;PE;DROGASIL; ;10.248.104.12
4423;2105;CANAA DOS CARAJAS 1;AVENIDA WEYNE CAVALCANTE, S/N , CEP - 68537000;RESIDENCIAL OASIS;CANAA DOS CARAJAS;PA;DROGASIL; 31981697          ;10.248.105.12
4424;2106;APARECIDA GOIANIA 6;JATAI, S/N , CEP - 74922460;SÍTIOS SANTA LUZIA;APARECIDA DE GOIÂNIA;GO;DROGASIL;(62) 30859250          ;10.248.106.12
4425;2107;ARAPIRACA 3;RUA MAURÍCIO PEREIRA, 1273 , CEP - 57305361;MANOEL TELES;ARAPIRACA;AL;DROGASIL; 34160005          ;10.248.107.12
4426;1566;CAMPO MOURAO C;RUA MIGUEL LUIZ PEREIRA, 1419 , CEP - 87305360;JD L PARANÁ;CAMPO MOURÃO;PR;RAIA;(44) 30168988          ;10.146.66.12
4427;1567;RJ BARRA TIJUCA R;AVENIDA LÚCIO COSTA, 8000 , CEP - 22795006;B TIJUCA;RIO DE JANEIRO;RJ;RAIA;(21) 30317171          ;10.146.67.12
4428;1568;RIBEIRAO PRETO AG;ESTRADA DA LIMEIRINHA, 1150 , CEP - 14110000;JARDIM SAN MARCO;RIBEIRAO PRETO;SP;RAIA;(16) 39724495          ;10.146.68.12
4429;1569;PA SARANDI B;AVENIDA ASSIS BRASIL, 6706 , CEP - 91140000;SARANDI;PORTO ALEGRE;RS;RAIA; ;10.146.69.12
4430;1570;AMERICANA I;AVENIDA CECILIA MEIRELLES, 300 , CEP - 13474470;CONJ HABIT ANTONIO ZANAGA II;AMERICANA;SP;RAIA; ;10.146.70.12
4431;1571;JOINVILLE O;RUA MAX COLIN, 2209 , CEP - 89216001;GLORIA;JOINVILLE;SC;RAIA; 38422450          ;10.146.71.12
4432;1572;ASSIS CHATEAUBR A;AVENIDA TUPASSI, 2341 , CEP - 85937006;PLANO PILOTO;ASSIS CHATEAUBRIAND;PR;RAIA; ;10.146.72.12
4433;2108;AQUIRAZ 2;AV NOSSA SENHORA DE LOURDES, 77 , CEP - 61700000;AQUIRAZ;AQUIRAZ;CE;DROGASIL; ;10.248.108.12
4434;2109;SP JOSE BONIFACIO 1;ESTRADA ITAQUERA-GUAIANAZES, 2150 , CEP - 08420000;JD HELENA;SAO PAULO;SP;DROGASIL; ;10.248.109.12
4436;2111;FORMOSA 3;AVENIDA JOAO ISPER GEBRIM, 931 , CEP - 73813210;FORMOSINHA;FORMOSA;GO;DROGASIL; ;10.248.111.12
4437;4437;INATIVA - PALHOCA;BARAO DO RIO BRANCO, 400 , CEP - 88130100;CENTRO;PALHOCA;SC;RAIA; ;0.0.0.0
4438;1573;AMPARO C;AVENIDA DOUTOR CARLOS BURGOS, 3260 , CEP - 13905000;LOTEAMENTO NARDINI;AMPARO;SP;RAIA; ;10.146.73.12
4439;1574;PINHAIS B;AVENIDA JACOB MACANHAN, 887 , CEP - 83324192;E PERNETA;PINHAIS;PR;RAIA;(41) 984113136         ;10.146.74.12
4441;1576;CIANORTE C;AVENIDA ALLAN KARDEC, 675 , CEP - 87207012;Z ARMAZÉM;CIANORTE;PR;RAIA;(44) 30188510          ;10.146.76.12
4442;1577;DUQUE DE CAXIAS D;AV. GOVERNADOR LEONEL DE MOURA BRIZOLA, 1519 , CEP - 25025008;GRAMACHO;DUQUE DE CAXIAS;RJ;RAIA; 38421060          ;10.146.77.12
4443;1578;DUQUE DE CAXIAS E;RUA DEPUTADO AMPLIATO CABRAL, 91 , CEP - 25070370;JD VINTE E CINCO DE AGOSTO;DUQUE DE CAXIAS;RJ;RAIA; 00000000          ;10.146.78.12
4445;2113;FT MESSEJANA 3;RUA CORONEL DIONÍSIO ALENCAR, 147 , CEP - 60840390;MESSEJANA;FORTALEZA;CE;DROGASIL; ;10.248.113.12
4446;2114;RONDONOPOLIS 4;AVENIDA PAULISTA, 569 , CEP - 78730254;VL S SEBASTIÃO I;RONDONÓPOLIS;MT;DROGASIL; ;10.248.114.12
4447;2115;GO SOLANGE PARK 1;AVENIDA GABRIEL HENRIQUE DE ARAUJO, S/N , CEP - 74484077;SOLANGE PARK I;GOIANIA;GO;DROGASIL; ;10.248.115.12
4448;2116;VINHEDO 4;RUA MANOEL MATHEUS, 1680 , CEP - 13289190;SANTA ROSA;VINHEDO;SP;DROGASIL; 38266781          ;10.248.116.12
4461;2117;APARECIDA GOIANIA 7;RUA PARAGUASSU, 968 , CEP - 74915340;VILA BRASILIA;APARECIDA DE GOIANIA;GO;DROGASIL;(62) 30851188          ;10.248.117.12
4463;2119;CALDAS NOVAS 3;AVENIDA ANTÔNIO SANCHES FERNANDES, S/N , CEP - 75686117;ESTÂNCIA ITAICI;CALDAS NOVAS;GO;DROGASIL; ;10.248.119.12
4464;2120;DF SAMAMBAIA 5;QS 401 CONJUNTO E, S/N , CEP - 72319525;SAMAMBAIA NORTE;BRASILIA;DF;DROGASIL; ;10.248.120.12
4466;2122;ARIQUEMES 2;AVENIDA TANCREDO NEVES, 3577 , CEP - 76870581;SETOR 05;ARIQUEMES;RO;DROGASIL; ;10.248.122.12
4467;1579;FRANCA K;AVENIDA DOUTOR HÉLIO PALERMO, 3828 , CEP - 14401000;PRL VL DQ CAXIAS;FRANCA;SP;RAIA; 31118351          ;10.146.79.12
4468;1580;CAMPOS GOYTACAZES J;AVENIDA DOUTOR ARTUR BERNARDES, 155 , CEP - 28015325;PRQ ROSÁRIO;CAMPOS DOS GOYTACAZES;RJ;RAIA; ;10.146.80.12
4469;1581;MARILIA I;AVENIDA DAS ESMERALDAS, 2623 , CEP - 17516000;JD TANGARÁ;MARÍLIA;SP;RAIA; ;10.146.81.12
4470;1582;BLUMENAU H;RUA PARIS, 281 , CEP - 89052510;ITOUPAVA NORTE;BLUMENAU;SC;RAIA;(47) 40543024          ;10.146.82.12
4471;1583;SERTAOZINHO E;RUA BARÃO DO RIO BRANCO, 2221 , CEP - 14160570;CENTRO;SERTÃOZINHO;SP;RAIA; 34910101          ;10.146.83.12
4472;1584;GRAVATAI D;AVENIDA DORIVAL CÂNDIDO LUZ DE OLIVEIRA, 3510 , CEP - 94040000;S JERÔNIMO;GRAVATAÍ;RS;RAIA;(51) 996732766         ;10.146.84.12
4474;1586;JACAREI F;AVENIDA MALEK ASSAD, 15 , CEP - 12328080;JD STA MARIA;JACAREÍ;SP;RAIA; 39548382          ;10.146.86.12
4475;1587;TRAMANDAI A;RUA EMANCIPACAO, 911 , CEP - 95590000;CENTRO;TRAMANDAI;RS;RAIA; 20277106          ;10.146.87.12
4476;1588;BH CIDADE JARDIM B;AVENIDA PRUDENTE DE MORAIS, 330 , CEP - 30380002;C JARDIM;BELO HORIZONTE;MG;RAIA; ;10.146.88.12
4477;1589;PONTAL A;RUA ANANIAS COSTA FREITAS, 440 , CEP - 14180000;CENTRO;PONTAL;SP;RAIA; 39539180          ;10.146.89.12
4479;2124;DF AGUAS CLARAS 8;AVENIDA JACARANDÁ, S/N , CEP - 71927540;SUL (A CLARAS);BRASÍLIA;DF;DROGASIL; 31930824          ;10.248.124.12
4480;2125;PAULISTA 5;AVENIDA ANTÔNIO CABRAL DE SOUZA, 1660 , CEP - 53444360;MARANGUAPE I;PAULISTA;PE;DROGASIL; ;10.248.125.12
4481;2126;BL MARCO 5;AVENIDA JOÃO PAULO II, 672 , CEP - 66095492;MARCO;BELÉM;PA;DROGASIL; 31228407          ;10.248.126.12
4482;2127;CP SOUSAS 2;AVENIDA ANTONIO CARLOS COUTO DE BARROS, 23 , CEP - 13105501;JD CONCEIÇÃO (SOUSAS);CAMPINAS;SP;DROGASIL; 37588781          ;10.248.127.12
4483;2128;BARUERI 2;RUA OLGA, 23 , CEP - 06436390;PRQ DOS CAMARGOS;BARUERI;SP;DROGASIL; 41627252          ;10.248.128.12
4484;2129;JANDIRA 2;ESTRADA MUNICIPAL, 880 , CEP - 06620800;BEVERLY HILLS;JANDIRA;SP;DROGASIL; ;10.248.129.12
4485;2130;MINEIROS 2;AVENIDA ANTONIO CARLOS PANIAGO, 158 , CEP - 75830107;CENTRO;MINEIROS;GO;DROGASIL; ;10.248.130.12
4486;2131;PL CENTRO 7;106 NORTE ALAMEDA 2, S/N , CEP - 77006054;P DIR NORTE;PALMAS;TO;DROGASIL; 30250557          ;10.248.131.12
4487;1590;ITAGUAI B;AVENIDA ARI PARREIRAS, 703 , CEP - 23820301;ENGENHO;ITAGUAI;RJ;RAIA; 36316119          ;10.146.90.12
4488;1591;AMERICANA J;AVENIDA COMENDADOR THOMAZ FORTUNATO, 2071 , CEP - 13475220;CHACARAS SAO FRANCISCO;AMERICANA;SP;RAIA;(19) 34659890          ;10.146.91.12
4489;1592;PORTO FERREIRA B;RUA NELSON PEREIRA LOPES, 285 , CEP - 13660160;VILA NOVA;PORTO FERREIRA;SP;RAIA; ;10.146.92.12
4490;1593;GUARUJA K;AVENIDA SANTOS DUMONT, 399 , CEP - 11460001;SIT PAECARA (V CARVALHO);GUARUJÁ;SP;RAIA;(13) 33435296          ;10.146.93.12
